Hotel name,Hotel url,Number of reviews,Tripadvisor rating,Rating regarding other hotels in the same city,Location rating,Cleanliness rating,Service rating,Value of money,Paid private parking nearby,Free high speed wifi,Fitness_center,Air conditioning,Minibar,Cable satellite TV,24-hour front desk,Non-smoking hotel,Express check-in / check-out,Baggage storage,Housekeeping,Safe,Family rooms,Count good words,Count bad words,Count total words,Great for walkers,Number of restaurants,Num of attractions
A22 Boutique Hotel,https://www.tripadvisor.com/Hotel_Review-g274887-d23583651-Reviews-A22_Boutique_Hotel-Budapest_Central_Hungary.html,4,4.0,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,100,467,189
Hostel One Basilica,https://www.tripadvisor.com/Hotel_Review-g274887-d11705759-Reviews-Hostel_One_Basilica-Budapest_Central_Hungary.html,86,4.5,4,98.33332999999999,4.9,88.57141999999999,4.4,0,1,0,0,0,0,0,1,0,1,0,0,0,11,1,10,100,456,168
Vaci Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d15785405-Reviews-Vaci_Apartments-Budapest_Central_Hungary.html,8,4.5,4,100,5.0,100,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,100,278,67
Aboriginal Budapest Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d665982-Reviews-Aboriginal_Budapest_Apartments-Budapest_Central_Hungary.html,149,4.5,4,94.5098,4.7,88.070174,4.4,0,1,0,1,0,0,1,1,0,0,0,1,0,11,2,9,100,512,193
Danubius Hotel Flamenco - Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d277006-Reviews-Danubius_Hotel_Flamenco_Budapest-Budapest_Central_Hungary.html,"2,518",3.5,4,79.82906,4.0,78.456974,3.9,0,1,1,1,0,1,1,1,0,1,1,1,0,27,0,27,82,20,3
Budapest Passage 1,https://www.tripadvisor.com/Hotel_Review-g274887-d15324217-Reviews-Budapest_Passage_1-Budapest_Central_Hungary.html,8,4.5,4,100,5.0,100,5.0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,2,100,263,54
The Lazy Muggle Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d1150330-Reviews-The_Lazy_Muggle_Hostel-Budapest_Central_Hungary.html,99,4.5,4,95.91837,4.8,83.82978,4.2,0,1,0,0,0,0,1,1,0,0,0,0,1,13,1,12,100,302,86
Karma Boutique Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d1736414-Reviews-Karma_Boutique_Apartments-Budapest_Central_Hungary.html,121,4.0,4,97.358494,4.9,83.07692599999999,4.2,1,1,0,0,0,0,0,1,0,1,0,0,1,10,0,10,100,316,112
Arpad Bridge Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d7127292-Reviews-Arpad_Bridge_Apartments-Budapest_Central_Hungary.html,56,5.0,4,96.92307400000001,4.8,100,5.0,0,1,0,1,0,0,0,1,1,1,0,0,1,13,1,12,51,62,10
Budapest Holidays Fashion,https://www.tripadvisor.com/Hotel_Review-g274887-d15679888-Reviews-Budapest_Holidays_Fashion-Budapest_Central_Hungary.html,20,3.5,4,80,4.0,90,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,100,447,174
RingAvenue Apartments Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d3187913-Reviews-RingAvenue_Apartments_Budapest-Budapest_Central_Hungary.html,77,4.5,4,97.03704,4.9,88.888894,4.4,0,1,0,0,0,0,0,1,0,0,0,0,1,8,1,7,100,94,29
Green Garden Plus Apartman,https://www.tripadvisor.com/Hotel_Review-g274887-d19337349-Reviews-Green_Garden_Plus_Apartman-Budapest_Central_Hungary.html,2,4.5,4,,,,,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,,,
Urban Stable Luxury Rooms,https://www.tripadvisor.com/Hotel_Review-g274887-d17547716-Reviews-Urban_Stable_Luxury_Rooms-Budapest_Central_Hungary.html,4,4.5,4,80,4.0,60,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,214,59
Instant Groove! Party Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d2386401-Reviews-Instant_Groove_Party_Hostel-Budapest_Central_Hungary.html,147,4.5,4,96.48648,4.8,82.07791999999999,4.1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,100,335,127
Nepliget Hotel,https://www.tripadvisor.com/Hotel_Review-g274887-d15411143-Reviews-Nepliget_Hotel-Budapest_Central_Hungary.html,5,4.5,4,80,4.0,100,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,50,19,10
Hotel Oswaldo,https://www.tripadvisor.com/Hotel_Review-g274887-d664796-Reviews-Hotel_Oswaldo-Budapest_Central_Hungary.html,1,3.0,4,80,4.0,80,4.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,,
Budapest Holidays Concept,https://www.tripadvisor.com/Hotel_Review-g274887-d15746652-Reviews-Budapest_Holidays_Concept-Budapest_Central_Hungary.html,4,3.5,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,100,345,166
Budapest City Pension,https://www.tripadvisor.com/Hotel_Review-g274887-d10231656-Reviews-Budapest_City_Pension-Budapest_Central_Hungary.html,30,5.0,4,90,4.5,96,4.8,0,1,0,1,0,0,0,1,1,1,0,1,1,9,1,8,100,159,68
Greengary Budapest Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d13425287-Reviews-Greengary_Budapest_Apartments-Budapest_Central_Hungary.html,6,3.5,4,90,4.5,80,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,445,169
OktoHome Suite,https://www.tripadvisor.com/Hotel_Review-g274887-d15744282-Reviews-OktoHome_Suite-Budapest_Central_Hungary.html,2,4.5,4,100,5.0,100,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,100,270,95
Home Made Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d1067742-Reviews-Home_Made_Hostel-Budapest_Central_Hungary.html,173,4.5,4,95.09091400000001,4.8,90.16948599999999,4.5,1,1,0,0,0,0,1,1,0,1,1,1,1,15,3,12,100,285,98
Budapest Luxury Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d15746270-Reviews-Budapest_Luxury_Apartments-Budapest_Central_Hungary.html,4,5.0,4,100,5.0,80,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,100,286,144
Deniz Pension,https://www.tripadvisor.com/Hotel_Review-g274887-d12604068-Reviews-Deniz_Pension-Budapest_Central_Hungary.html,7,4.0,4,100,5.0,100,5.0,0,1,0,1,0,0,0,1,0,1,1,0,0,9,0,9,100,170,71
Kozmo Hotel Suites & Spa,https://www.tripadvisor.com/Hotel_Review-g274887-d19938265-Reviews-Kozmo_Hotel_Suites_Spa-Budapest_Central_Hungary.html,261,5.0,4,96.2963,4.8,99.13043,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,91,62,19
Enjoy Budapest Aparthotel,https://www.tripadvisor.com/Hotel_Review-g274887-d12459518-Reviews-Enjoy_Budapest_Aparthotel-Budapest_Central_Hungary.html,67,4.5,4,85,4.3,80,4.0,0,1,0,1,0,0,0,1,0,1,0,1,1,17,0,17,99,89,31
Villa Korall,https://www.tripadvisor.com/Hotel_Review-g274887-d647003-Reviews-Villa_Korall-Budapest_Central_Hungary.html,137,4.5,4,77.582416,3.9,96,4.8,0,1,0,0,0,0,0,1,1,1,1,1,1,21,3,18,,,
Locust Tree Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d614093-Reviews-Locust_Tree_Apartments-Budapest_Central_Hungary.html,256,4.0,4,88.349514,4.4,85.59241200000001,4.3,0,1,0,1,0,0,0,1,0,0,0,0,0,17,1,16,100,386,144
Fifteen Boutique Rooms Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d8384295-Reviews-Fifteen_Boutique_Rooms_Budapest-Budapest_Central_Hungary.html,60,4.5,4,88.57141999999999,4.4,95.38462000000001,4.8,0,1,0,1,0,0,0,1,0,1,1,0,1,13,0,13,100,74,23
Budapest Centrum Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d1557164-Reviews-Budapest_Centrum_Hostel-Budapest_Central_Hungary.html,143,4.5,4,98.65168600000001,4.9,93.55556,4.7,0,1,0,0,0,0,0,0,1,1,0,1,1,17,2,15,100,206,61
0 Oktogon,https://www.tripadvisor.com/Hotel_Review-g274887-d1625196-Reviews-Adagio_Hostel_1_0_Oktogon-Budapest_Central_Hungary.html,227,4.0,4,89.69697,4.5,82.22222000000001,4.1,0,0,0,0,0,0,1,1,0,0,0,0,1,18,2,16,100,248,73
BudaBaB,https://www.tripadvisor.com/Hotel_Review-g274887-d1144649-Reviews-BudaBaB-Budapest_Central_Hungary.html,82,5.0,4,94.90908599999999,4.7,95.27273199999999,4.8,0,1,0,0,0,0,0,1,0,0,0,0,0,7,2,5,100,333,124
7Seasons Central Suites,https://www.tripadvisor.com/Hotel_Review-g274887-d12915610-Reviews-7Seasons_Central_Suites-Budapest_Central_Hungary.html,80,4.5,4,100,5.0,95.555554,4.8,0,1,0,1,0,0,0,1,0,1,1,1,0,8,1,7,100,461,182
Suite Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d1581806-Reviews-Suite_Hostel-Budapest_Central_Hungary.html,97,4.5,4,90.73170599999999,4.5,84.39999999999999,4.2,0,1,0,0,0,0,1,1,0,1,1,1,0,10,0,10,100,218,46
Downtown Oasis,https://www.tripadvisor.com/Hotel_Review-g274887-d1202782-Reviews-Downtown_Oasis-Budapest_Central_Hungary.html,83,4.5,4,98.285714,4.9,92.5,4.6,0,1,0,0,0,0,0,1,1,1,1,0,1,10,0,10,100,476,193
Kadar Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d1808738-Reviews-Kadar_Apartments-Budapest_Central_Hungary.html,71,4.5,4,93.170728,4.7,98.947372,4.9,0,1,0,1,0,0,0,1,1,0,0,0,1,21,0,21,100,140,37
Boomerang Hostel and Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d1202364-Reviews-Boomerang_Hostel_and_Apartments-Budapest_Central_Hungary.html,227,4.0,4,94.725276,4.7,76.237626,3.8,0,1,0,0,0,0,1,1,0,1,0,1,0,8,0,8,100,355,112
Mandala Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d3437646-Reviews-Mandala_Hostel-Budapest_Central_Hungary.html,69,4.5,4,91.81818,4.6,93.33332999999999,4.7,0,1,0,0,0,0,1,1,1,1,0,0,0,13,1,12,100,106,27
Elisabeth 21 Apartment,https://www.tripadvisor.com/Hotel_Review-g274887-d17790927-Reviews-Elisabeth_21_Apartment-Budapest_Central_Hungary.html,2,5.0,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,249,87
Prater Residence,https://www.tripadvisor.com/Hotel_Review-g274887-d2168587-Reviews-Prater_Residence-Budapest_Central_Hungary.html,132,3.5,4,83.111114,4.2,82.08332999999999,4.1,0,1,0,1,0,0,1,1,0,1,0,1,0,11,7,4,94,68,23
Budapest Holiday Colours,https://www.tripadvisor.com/Hotel_Review-g274887-d15290635-Reviews-Budapest_Holiday_Colours-Budapest_Central_Hungary.html,9,4.5,4,100,5.0,80,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,100,458,182
Lion Premium Hotel,https://www.tripadvisor.com/Hotel_Review-g274887-d12455312-Reviews-Lion_Premium_Hotel-Budapest_Central_Hungary.html,44,4.5,4,97.5,4.9,97.5,4.9,0,1,0,1,1,0,1,1,0,1,1,1,1,19,0,19,100,244,75
Amazing Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d1203287-Reviews-Amazing_Hostel-Budapest_Central_Hungary.html,56,4.5,4,96.36364,4.8,94.73684,4.7,0,1,0,0,0,0,0,0,0,1,0,0,0,13,0,13,100,407,149
Bell Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d1463187-Reviews-Bell_Apartments-Budapest_Central_Hungary.html,83,4.5,4,94.838706,4.7,94.23729,4.7,0,1,0,1,0,0,0,1,0,0,0,0,1,13,1,12,100,160,50
Happy Home Budapest Pop,https://www.tripadvisor.com/Hotel_Review-g274887-d15698505-Reviews-Happy_Home_Budapest_Pop-Budapest_Central_Hungary.html,5,5.0,4,100,5.0,100,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,166,55
MultiPass Hostel Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d6511390-Reviews-MultiPass_Hostel_Budapest-Budapest_Central_Hungary.html,68,4.5,4,93.33332999999999,4.7,93.33332999999999,4.7,0,1,0,0,0,0,1,1,0,0,1,0,0,5,0,5,100,138,38
HILD-2 Apartments | Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d15637950-Reviews-HILD_2_Apartments_Budapest-Budapest_Central_Hungary.html,1,5.0,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,291,70
Lidi Guesthouse,https://www.tripadvisor.com/Hotel_Review-g274887-d12264504-Reviews-Lidi_Guesthouse-Budapest_Central_Hungary.html,3,4.5,4,100,5.0,100,5.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,100,454,168
Basilica Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d15661267-Reviews-Basilica_Apartments-Budapest_Central_Hungary.html,13,4.0,4,100,5.0,90,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,9,100,461,144
Senator Apartments Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d1557854-Reviews-Senator_Apartments_Budapest-Budapest_Central_Hungary.html,733,3.5,4,95.40856,4.8,80.5,4.0,0,1,0,0,0,0,1,1,0,1,0,0,0,5,6,-1,100,445,159
Little Americas Museum Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d17615642-Reviews-Little_Americas_Museum_Apartments-Budapest_Central_Hungary.html,1,3.0,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,194,43
Haller Camping Budapest - Hungary,https://www.tripadvisor.com/Hotel_Review-g274887-d12911791-Reviews-Haller_Camping_Budapest_Hungary-Budapest_Central_Hungary.html,34,4.0,4,80,4.0,60,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,8,73,14,4
Budapest Holidays Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d16841407-Reviews-Budapest_Holidays_Apartments-Budapest_Central_Hungary.html,7,3.5,4,100,5.0,90,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,399,160
Central 5 Guest House,https://www.tripadvisor.com/Hotel_Review-g274887-d10736629-Reviews-Central_5_Guest_House-Budapest_Central_Hungary.html,9,4.0,4,100,5.0,90,4.5,1,1,0,0,0,0,0,1,0,0,0,0,0,8,1,7,100,297,96
Black Dog Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d12200033-Reviews-Black_Dog_Hostel-Budapest_Central_Hungary.html,9,3.0,4,100,5.0,20,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,100,277,92
Kozmo Hotel Suites & Spa,https://www.tripadvisor.com/Hotel_Review-g274887-d19938265-Reviews-Kozmo_Hotel_Suites_Spa-Budapest_Central_Hungary.html,261,5.0,4,96.2963,4.8,99.13043,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,91,62,19
Made Inn Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d2161999-Reviews-Made_Inn_Budapest-Budapest_Central_Hungary.html,89,4.5,4,94.827586,4.7,89.12281,4.5,0,1,1,1,0,0,1,1,0,1,1,1,1,8,0,8,100,461,172
United Colors of Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d13355677-Reviews-United_Colors_of_Budapest-Budapest_Central_Hungary.html,69,4.0,4,85.555554,4.3,80,4.0,0,1,0,1,0,0,0,1,0,1,0,0,0,9,2,7,90,39,9
Budapest Bubble,https://www.tripadvisor.com/Hotel_Review-g274887-d1203917-Reviews-Budapest_Bubble-Budapest_Central_Hungary.html,82,4.5,4,94.14634,4.7,89.72972800000001,4.5,0,1,0,0,0,0,0,1,0,0,0,0,0,6,1,5,100,288,89
Basilica Suites,https://www.tripadvisor.com/Hotel_Review-g274887-d15751566-Reviews-Basilica_Suites-Budapest_Central_Hungary.html,2,4.5,4,100,5.0,100,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,456,156
Zsofi's House Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d4270538-Reviews-Zsofi_s_House_Hostel-Budapest_Central_Hungary.html,70,4.5,4,92.85714,4.6,91.176472,4.6,0,1,0,0,0,0,0,1,1,1,0,0,1,5,0,5,100,162,44
Budapest Harmony Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d15709940-Reviews-Budapest_Harmony_Apartments-Budapest_Central_Hungary.html,8,4.0,4,100,5.0,100,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,100,495,187
Silver Crown Hotel & Residence,https://www.tripadvisor.com/Hotel_Review-g274887-d25136460-Reviews-Silver_Crown_Hotel_Residence-Budapest_Central_Hungary.html,2,5.0,4,100,5.0,100,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,100,174,41
Home Plus Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d1385794-Reviews-Home_Plus_Hostel-Budapest_Central_Hungary.html,213,4.0,4,92.3913,4.6,84.84211,4.2,0,1,0,1,0,0,1,1,0,1,1,0,1,7,6,1,100,106,35
Kahwa Residence,https://www.tripadvisor.com/Hotel_Review-g274887-d15694255-Reviews-Kahwa_Residence-Budapest_Central_Hungary.html,4,4.0,4,100,5.0,90,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,100,207,69
Tiger Tim's Place,https://www.tripadvisor.com/Hotel_Review-g274887-d2645395-Reviews-Tiger_Tim_s_Place-Budapest_Central_Hungary.html,62,4.5,4,92.12120999999999,4.6,79.428572,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,8,100,170,60
Lakeside Budapest Residences,https://www.tripadvisor.com/Hotel_Review-g274887-d15634409-Reviews-Lakeside_Budapest_Residences-Budapest_Central_Hungary.html,1,5.0,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,90,57,6
Akacfa Holiday Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d1134940-Reviews-Akacfa_Holiday_Apartments-Budapest_Central_Hungary.html,149,4.0,4,87.31183,4.4,81.4,4.1,0,1,0,1,0,0,0,1,0,0,0,0,0,9,2,7,100,317,126
Camille Apartmanhouse,https://www.tripadvisor.com/Hotel_Review-g274887-d23967783-Reviews-Camille_Apartmanhouse-Budapest_Central_Hungary.html,1,5.0,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,100,80,24
Jimi Hendrix Guesthouse,https://www.tripadvisor.com/Hotel_Review-g274887-d2423761-Reviews-Jimi_Hendrix_Guesthouse-Budapest_Central_Hungary.html,98,4.0,4,91.470584,4.6,83.63636,4.2,0,1,0,0,0,0,0,1,0,0,0,0,1,17,2,15,100,174,37
Njoy Budapest Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d2312253-Reviews-Njoy_Budapest_Hostel-Budapest_Central_Hungary.html,90,4.5,4,94.925374,4.7,95.59322,4.8,0,1,0,0,0,0,1,0,0,1,0,0,1,25,0,25,100,315,128
Splendid Residence,https://www.tripadvisor.com/Hotel_Review-g274887-d6981634-Reviews-Splendid_Residence-Budapest_Central_Hungary.html,51,4.5,4,96.36364,4.8,90,4.5,0,1,0,0,0,0,0,0,0,0,0,0,1,6,1,5,100,116,48
Astra Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d1656728-Reviews-Astra_Apartments-Budapest_Central_Hungary.html,37,4.5,4,91.111106,4.6,86.66667000000001,4.3,1,1,0,0,0,0,0,0,0,1,0,0,1,7,0,7,72,207,106
Budapest Easy Flat,https://www.tripadvisor.com/Hotel_Review-g274887-d1223167-Reviews-Budapest_Easy_Flat-Budapest_Central_Hungary.html,47,4.5,4,97.41936000000001,4.9,86.470584,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,8,100,308,106
Guest Rest Studio Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d2623460-Reviews-Guest_Rest_Studio_Apartments-Budapest_Central_Hungary.html,21,4.0,4,100,5.0,80,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,16,1,15,100,301,94
Locomotive Light Hostel & Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d1055561-Reviews-Locomotive_Light_Hostel_Apartments-Budapest_Central_Hungary.html,36,4.0,4,90.52631399999999,4.5,80,4.0,0,1,0,0,0,0,1,1,0,1,0,0,1,9,3,6,88,39,10
Adler Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d1735405-Reviews-Adler_Apartments-Budapest_Central_Hungary.html,83,4.5,4,90.86957,4.5,85.10638,4.3,0,1,0,0,0,0,0,1,0,0,0,0,0,16,2,14,100,431,156
Pestujhely Panzio Etterem,https://www.tripadvisor.com/Hotel_Review-g274887-d1928488-Reviews-Pestujhely_Panzio_Etterem-Budapest_Central_Hungary.html,3,3.5,4,66.666666,3.3,60,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,,,
Suites 13 Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d16718625-Reviews-Suites_13_Budapest-Budapest_Central_Hungary.html,3,4.5,4,100,5.0,100,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,100,121,38
Heart of Downtown Apartment,https://www.tripadvisor.com/Hotel_Review-g274887-d6840089-Reviews-Heart_of_Downtown_Apartment-Budapest_Central_Hungary.html,25,3.5,4,80,4.0,65.714288,3.3,0,1,0,0,0,0,1,1,0,1,0,1,1,9,0,9,100,289,95
Castle Apartments Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d19267897-Reviews-Castle_Apartments_Budapest-Budapest_Central_Hungary.html,1,5.0,4,100,5.0,100,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,86,76
Chestnut & Eliza Suites - Superior Homes,https://www.tripadvisor.com/Hotel_Review-g274887-d23595161-Reviews-Chestnut_Eliza_Suites_Superior_Homes-Budapest_Central_Hungary.html,1,5.0,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Frank & Fang Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d15738683-Reviews-Frank_Fang_Apartments-Budapest_Central_Hungary.html,1,4.0,4,100,5.0,100,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,123,37
Diamond Astoria Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d15858514-Reviews-Diamond_Astoria_Apartments-Budapest_Central_Hungary.html,3,3.5,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,100,436,172
Papillon Apartment,https://www.tripadvisor.com/Hotel_Review-g274887-d3219076-Reviews-Papillon_Apartment-Budapest_Central_Hungary.html,9,3.5,4,80,4.0,80,4.0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,0,4,82,33,15
D50 Hotel,https://www.tripadvisor.com/Hotel_Review-g274887-d24854843-Reviews-D50_Hotel-Budapest_Central_Hungary.html,3,3.5,4,100,5.0,80,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,87,18,8
Kozmo Hotel Suites & Spa,https://www.tripadvisor.com/Hotel_Review-g274887-d19938265-Reviews-Kozmo_Hotel_Suites_Spa-Budapest_Central_Hungary.html,262,5.0,4,96.2963,4.8,99.13043,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,91,62,19
Prime Apartment Hotel,https://www.tripadvisor.com/Hotel_Review-g274887-d4870917-Reviews-Prime_Apartment_Hotel-Budapest_Central_Hungary.html,50,4.5,4,94.375,4.7,90.555554,4.5,0,1,0,1,0,0,1,1,0,1,0,0,1,16,0,16,100,274,100
Peregrinus ELTE Hotel,https://www.tripadvisor.com/Hotel_Review-g274887-d276388-Reviews-Peregrinus_ELTE_Hotel-Budapest_Central_Hungary.html,107,4.0,4,94.48276,4.7,80.33898,4.0,0,1,0,0,1,0,1,1,1,1,0,1,0,15,1,14,100,266,73
Mentha Apartments Centrum,https://www.tripadvisor.com/Hotel_Review-g274887-d6589420-Reviews-Mentha_Apartments_Centrum-Budapest_Central_Hungary.html,45,4.5,4,98,4.9,98.46154,4.9,0,1,0,1,0,0,0,1,0,0,0,0,1,11,2,9,100,309,86
Hello Budapest Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d6642545-Reviews-Hello_Budapest_Hostel-Budapest_Central_Hungary.html,78,4.0,4,91.176472,4.6,82.06896800000001,4.1,0,1,0,0,0,0,1,1,0,1,0,1,1,13,2,11,100,245,53
Feodorm Apartments and Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d5605944-Reviews-Feodorm_Apartments_and_Hostel-Budapest_Central_Hungary.html,52,4.5,4,100,5.0,84.444446,4.2,0,1,0,1,0,0,0,1,0,0,0,0,1,15,2,13,100,354,114
Animation City Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d2615648-Reviews-Animation_City_Hostel-Budapest_Central_Hungary.html,84,4.5,4,96.36364,4.8,89.62963200000002,4.5,0,1,0,0,0,0,0,1,0,0,0,0,0,8,3,5,100,310,154
11th Hour Cinema Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d1150434-Reviews-11th_Hour_Cinema_Hostel-Budapest_Central_Hungary.html,125,4.0,4,91.55556000000001,4.6,79.615384,4.0,0,1,0,0,0,0,1,1,0,1,0,0,1,11,0,11,100,325,109
Diamond Apartments Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d3592253-Reviews-Diamond_Apartments_Budapest-Budapest_Central_Hungary.html,63,4.5,4,88,4.4,88.69565,4.4,0,1,0,1,0,0,0,1,0,0,0,0,0,8,3,5,100,171,58
HBC Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d1203328-Reviews-HBC_Hostel-Budapest_Central_Hungary.html,43,4.5,4,95,4.8,90,4.5,0,1,0,1,0,0,0,1,0,0,0,0,0,17,0,17,100,243,88
Happy Hostel-Happyflat,https://www.tripadvisor.com/Hotel_Review-g274887-d1150413-Reviews-Happy_Hostel_Happyflat-Budapest_Central_Hungary.html,83,4.5,4,97.20929999999998,4.9,91.36364,4.6,1,1,0,0,0,0,0,1,0,0,0,0,1,11,1,10,100,412,181
Goat Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d1103348-Reviews-Goat_Hostel-Budapest_Central_Hungary.html,55,4.5,4,92,4.6,86.51163199999999,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,19,100,274,63
Metropolis Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d11702270-Reviews-Metropolis_Hostel-Budapest_Central_Hungary.html,19,5.0,4,90,4.5,100,5.0,0,1,0,0,0,0,0,1,0,0,1,0,1,17,0,17,94,55,14
Fifth Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d3345952-Reviews-Fifth_Hostel-Budapest_Central_Hungary.html,46,4.0,4,95,4.8,76.666666,3.8,0,1,0,0,0,0,1,1,0,1,0,1,0,14,1,13,100,240,62
Ginkgo Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d644012-Reviews-Ginkgo_Hostel-Budapest_Central_Hungary.html,49,4.5,4,93.04347999999999,4.7,86.4,4.3,0,1,0,0,0,0,1,1,0,1,0,1,0,16,2,14,100,331,132
Minoo House,https://www.tripadvisor.com/Hotel_Review-g274887-d5605883-Reviews-Minoo_House-Budapest_Central_Hungary.html,48,4.5,4,92,4.6,87.14286,4.4,0,1,0,0,0,0,0,1,0,0,0,0,0,11,0,11,100,166,36
